Variable,Bin id,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Coefficient,Points
FONDKAPREMONT_MODE,2,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.226,5.667
FONDKAPREMONT_MODE,3,Missing,168107,0.683,153658,14449,0.086,-0.072,0.004,0.0,-0.226,6.447
HOUSETYPE_MODE,0,['block of flats' 'terraced house' 'specific housing'],122601,0.498,114084,8517,0.069,0.159,0.012,0.001,0.823,11.923
HOUSETYPE_MODE,1,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,0.823,5.667
HOUSETYPE_MODE,2,Missing,123407,0.502,112132,11275,0.091,-0.139,0.01,0.001,0.823,0.182
TOTALAREA_MODE,0,"(-inf, 0.01)",12451,0.051,11303,1148,0.092,-0.149,0.001,0.0,-0.196,7.067
TOTALAREA_MODE,1,"[0.01, 0.03)",13441,0.055,12289,1152,0.086,-0.069,0.0,0.0,-0.196,6.315
TOTALAREA_MODE,2,"[0.03, 0.09)",51913,0.211,48259,3654,0.07,0.145,0.004,0.001,-0.196,4.311
TOTALAREA_MODE,3,"[0.09, 0.14)",20929,0.085,19558,1371,0.066,0.222,0.004,0.0,-0.196,3.587
TOTALAREA_MODE,4,"[0.14, 0.22)",15063,0.061,14229,834,0.055,0.401,0.008,0.001,-0.196,1.908
TOTALAREA_MODE,5,"[0.22, inf)",13508,0.055,12817,691,0.051,0.484,0.011,0.001,-0.196,1.124
TOTALAREA_MODE,6,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.196,5.667
TOTALAREA_MODE,7,Missing,118703,0.483,107761,10942,0.092,-0.149,0.011,0.001,-0.196,7.065
WALLSMATERIAL_MODE,0,['Monolithic' 'Panel'],54438,0.221,51030,3408,0.063,0.27,0.014,0.002,-0.231,2.674
WALLSMATERIAL_MODE,1,"['Block' 'Mixed' 'Stone, brick' 'Others' 'Wooden']",66499,0.27,61503,4996,0.075,0.074,0.001,0.0,-0.231,4.845
WALLSMATERIAL_MODE,2,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.231,5.667
WALLSMATERIAL_MODE,3,Missing,125071,0.508,113683,11388,0.091,-0.135,0.01,0.001,-0.231,7.167
EMERGENCYSTATE_MODE,0,['No' 'Yes'],129450,0.526,120423,9027,0.07,0.155,0.012,0.001,-0.113,4.83
EMERGENCYSTATE_MODE,1,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.113,5.667
EMERGENCYSTATE_MODE,2,Missing,116558,0.474,105793,10765,0.092,-0.151,0.012,0.001,-0.113,6.486
DEF_30_CNT_SOCIAL_CIRCLE,0,"(-inf, 0.50)",217164,0.883,200334,16830,0.077,0.041,0.001,0.0,-0.519,4.657
DEF_30_CNT_SOCIAL_CIRCLE,1,"[0.50, inf)",28020,0.114,25091,2929,0.105,-0.288,0.011,0.001,-0.519,12.839
DEF_30_CNT_SOCIAL_CIRCLE,2,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.519,5.667
DEF_30_CNT_SOCIAL_CIRCLE,3,Missing,824,0.003,791,33,0.04,0.741,0.001,0.0,-0.519,-12.751
DEF_60_CNT_SOCIAL_CIRCLE,0,"(-inf, 0.50)",224655,0.913,207117,17538,0.078,0.033,0.001,0.0,-0.191,5.368
DEF_60_CNT_SOCIAL_CIRCLE,1,"[0.50, inf)",20529,0.083,18308,2221,0.108,-0.327,0.01,0.001,-0.191,8.658
DEF_60_CNT_SOCIAL_CIRCLE,2,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.191,5.667
DEF_60_CNT_SOCIAL_CIRCLE,3,Missing,824,0.003,791,33,0.04,0.741,0.001,0.0,-0.191,-1.11
DAYS_LAST_PHONE_CHANGE,0,"(-inf, -2227.50)",22164,0.09,20982,1182,0.053,0.44,0.015,0.002,-0.207,1.296
DAYS_LAST_PHONE_CHANGE,1,"[-2227.50, -1789.50)",21542,0.088,20246,1296,0.06,0.312,0.008,0.001,-0.207,2.565
DAYS_LAST_PHONE_CHANGE,2,"[-1789.50, -1384.50)",32628,0.133,30544,2084,0.064,0.249,0.007,0.001,-0.207,3.198
DAYS_LAST_PHONE_CHANGE,3,"[-1384.50, -1153.50)",14877,0.06,13853,1024,0.069,0.169,0.002,0.0,-0.207,3.993
DAYS_LAST_PHONE_CHANGE,4,"[-1153.50, -927.50)",16683,0.068,15365,1318,0.079,0.02,0.0,0.0,-0.207,5.471
DAYS_LAST_PHONE_CHANGE,5,"[-927.50, -724.50)",18730,0.076,17139,1591,0.085,-0.059,0.0,0.0,-0.207,6.255
DAYS_LAST_PHONE_CHANGE,6,"[-724.50, -592.50)",15242,0.062,13839,1403,0.092,-0.147,0.001,0.0,-0.207,7.13
DAYS_LAST_PHONE_CHANGE,7,"[-592.50, -347.50)",32661,0.133,29645,3016,0.092,-0.151,0.003,0.0,-0.207,7.165
DAYS_LAST_PHONE_CHANGE,8,"[-347.50, inf)",71480,0.291,64602,6878,0.096,-0.196,0.012,0.002,-0.207,7.616
DAYS_LAST_PHONE_CHANGE,9,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.207,5.667
DAYS_LAST_PHONE_CHANGE,10,Missing,1,0.0,1,0,0.0,0.0,0.0,0.0,-0.207,5.667
FLAG_DOCUMENT_3,0,"(-inf, 0.50)",71432,0.29,66967,4465,0.063,0.272,0.019,0.002,-0.47,-0.453
FLAG_DOCUMENT_3,1,"[0.50, inf)",174576,0.71,159249,15327,0.088,-0.095,0.007,0.001,-0.47,7.815
FLAG_DOCUMENT_3,2,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.47,5.667
FLAG_DOCUMENT_3,3,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.47,5.667
FLAG_DOCUMENT_6,0,"(-inf, 0.50)",224319,0.912,205754,18565,0.083,-0.031,0.001,0.0,0.319,5.196
FLAG_DOCUMENT_6,1,"[0.50, inf)",21689,0.088,20462,1227,0.057,0.378,0.011,0.001,0.319,11.451
FLAG_DOCUMENT_6,2,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,0.319,5.667
FLAG_DOCUMENT_6,3,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,0.319,5.667
AMT_REQ_CREDIT_BUREAU_HOUR,0,"(-inf, inf)",212852,0.865,196492,16360,0.077,0.05,0.002,0.0,-0.321,4.905
AMT_REQ_CREDIT_BUREAU_HOUR,1,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.321,5.667
AMT_REQ_CREDIT_BUREAU_HOUR,2,Missing,33156,0.135,29724,3432,0.104,-0.277,0.012,0.001,-0.321,9.934
AMT_REQ_CREDIT_BUREAU_DAY,0,"(-inf, inf)",212852,0.865,196492,16360,0.077,0.05,0.002,0.0,-0.321,4.905
AMT_REQ_CREDIT_BUREAU_DAY,1,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.321,5.667
AMT_REQ_CREDIT_BUREAU_DAY,2,Missing,33156,0.135,29724,3432,0.104,-0.277,0.012,0.001,-0.321,9.934
AMT_REQ_CREDIT_BUREAU_WEEK,0,"(-inf, inf)",212852,0.865,196492,16360,0.077,0.05,0.002,0.0,-0.321,4.905
AMT_REQ_CREDIT_BUREAU_WEEK,1,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.321,5.667
AMT_REQ_CREDIT_BUREAU_WEEK,2,Missing,33156,0.135,29724,3432,0.104,-0.277,0.012,0.001,-0.321,9.934
AMT_REQ_CREDIT_BUREAU_MON,0,"(-inf, 0.50)",177772,0.723,163935,13837,0.078,0.036,0.001,0.0,-0.398,4.983
AMT_REQ_CREDIT_BUREAU_MON,1,"[0.50, inf)",35080,0.143,32557,2523,0.072,0.121,0.002,0.0,-0.398,3.355
AMT_REQ_CREDIT_BUREAU_MON,2,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.398,5.667
AMT_REQ_CREDIT_BUREAU_MON,3,Missing,33156,0.135,29724,3432,0.104,-0.277,0.012,0.001,-0.398,10.954
AMT_REQ_CREDIT_BUREAU_QRT,0,"(-inf, 0.50)",172454,0.701,158980,13474,0.078,0.032,0.001,0.0,-0.734,4.548
AMT_REQ_CREDIT_BUREAU_QRT,1,"[0.50, 1.50)",26991,0.11,25207,1784,0.066,0.212,0.005,0.001,-0.734,-1.794
AMT_REQ_CREDIT_BUREAU_QRT,2,"[1.50, inf)",13407,0.054,12305,1102,0.082,-0.023,0.0,0.0,-0.734,6.488
AMT_REQ_CREDIT_BUREAU_QRT,3,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.734,5.667
AMT_REQ_CREDIT_BUREAU_QRT,4,Missing,33156,0.135,29724,3432,0.104,-0.277,0.012,0.001,-0.734,15.428
AMT_REQ_CREDIT_BUREAU_YEAR,0,"(-inf, 0.50)",57334,0.233,53269,4065,0.071,0.137,0.004,0.001,-0.381,3.17
AMT_REQ_CREDIT_BUREAU_YEAR,1,"[0.50, 1.50)",51014,0.207,47252,3762,0.074,0.094,0.002,0.0,-0.381,3.944
AMT_REQ_CREDIT_BUREAU_YEAR,2,"[1.50, 3.50)",66986,0.272,61625,5361,0.08,0.006,0.0,0.0,-0.381,5.563
AMT_REQ_CREDIT_BUREAU_YEAR,3,"[3.50, 4.50)",16510,0.067,15158,1352,0.082,-0.019,0.0,0.0,-0.381,6.019
AMT_REQ_CREDIT_BUREAU_YEAR,4,"[4.50, inf)",21008,0.085,19188,1820,0.087,-0.081,0.001,0.0,-0.381,7.143
AMT_REQ_CREDIT_BUREAU_YEAR,5,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,-0.381,5.667
AMT_REQ_CREDIT_BUREAU_YEAR,6,Missing,33156,0.135,29724,3432,0.104,-0.277,0.012,0.001,-0.381,10.735
